"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17583","Navigate to Taj","chromium","2026-03-25","passed","2026-03-25","","testCases\HomePage\test-case-001.spec.ts","",""
